
[00:00:00.000 --> 00:00:05.000]  (主持人) 今天有機會和大家分享神擺在我們心中的話語
[00:01:56.000 --> 00:02:01.000]  (主持人) 我再問一次,這個是不是我們教會想訓練出一個門徒?
[00:02:01.000 --> 00:02:07.000]  (主持人) 我當時所買的書,這位牧師所寫的書
[00:02:07.000 --> 00:02:11.000]  (主持人) 我想我以後也不會再看
[00:02:11.000 --> 00:02:14.000]  (主持人) 這個可悲的消息出來之後
[00:02:14.000 --> 00:02:21.000]  (主持人) 我跟一些教牧同工分享,基督徒或傳道人如果沒有了品格
[00:02:21.000 --> 00:02:24.000]  (主持人) 什麼都沒有
[00:02:24.000 --> 00:02:29.000]  (主持人) 對我們基督徒最重要的不是我們有什麼,而是我們要做什麼
[00:02:29.000 --> 00:02:32.000]  (主持人) 而是我們的內心是怎樣
[00:02:32.000 --> 00:02:38.000]  (主持人) 今天講到的經文是羅馬書十二章一至八節
[00:02:38.000 --> 00:02:43.000]  (主持人) 是講到一個信徒信住之後的內心應該是怎樣
[00:02:43.000 --> 00:02:46.000]  (主持人) 我用兩個字去概括,是活祭
[00:02:46.000 --> 00:02:50.000]  (主持人) 這個就是我們今天講到的主題
[00:02:50.000 --> 00:02:54.000]  (主持人) 讓我們一起讀今天的經文
[00:02:54.000 --> 00:02:58.000]  (主持人) 所以弟們,我以神的慈悲勸你們
[00:02:58.000 --> 00:03:01.000]  (主持人) 將身體現象當作活祭
[00:03:01.000 --> 00:03:04.000]  (主持人) 是聖潔的,是神所戲語的
[00:03:04.000 --> 00:03:08.000]  (主持人) 你們如此侍奉,乃是理所當然的
[00:03:08.000 --> 00:03:13.000]  (主持人) 不要效法這個世界,只要心意更新而變化
[00:03:13.000 --> 00:03:19.000]  (主持人) 記你們察驗何為神的善良、純全和戲語的旨意
[00:03:19.000 --> 00:03:23.000]  (主持人) 我憑著想賜我的恩對你們每一位說
[00:03:23.000 --> 00:03:30.000]  (主持人) 不要把自己看得太高,要照著神所分給各人的信心來衡量
[00:03:30.000 --> 00:03:32.000]  (主持人) 看得合乎中度
[00:03:32.000 --> 00:03:36.000]  (主持人) 正如我們一個身子上有好些肢體
[00:03:36.000 --> 00:03:38.000]  (主持人) 肢體也不都有一樣的用處
[00:03:38.000 --> 00:03:45.000]  (主持人) 這樣,我們許多日在基督裡使身體互相聯絡,作肢體
[00:03:45.000 --> 00:03:50.000]  (主持人) 按著所得的恩典,我們各有不同的恩賜
[00:03:50.000 --> 00:03:54.000]  (主持人) 或說預言,要用信心的程度說預言
[00:03:54.000 --> 00:03:57.000]  (主持人) 或服事的,要專一服事
[00:03:57.000 --> 00:04:00.000]  (主持人) 不教導的,要專一教導
[00:04:00.000 --> 00:04:03.000]  (主持人) 或勸勉的,要專一勸勉
[00:04:03.000 --> 00:04:06.000]  (主持人) 施捨的,要誠實
[00:04:06.000 --> 00:04:08.000]  (主持人) 自理的,要殷勤
[00:04:08.000 --> 00:04:10.000]  (主持人) 念問人的,要樂意
[00:04:10.000 --> 00:04:12.000]  (主持人) 我們一起禱告
[00:04:12.000 --> 00:04:16.000]  (主持人) 全愛的父神
[00:04:16.000 --> 00:04:19.000]  (主持人) 感謝祢賜下寶貴的話語
[00:04:19.000 --> 00:04:21.000]  (主持人) 讓我們能夠認識祢
[00:04:21.000 --> 00:04:23.000]  (主持人) 在以下的正道
[00:04:23.000 --> 00:04:25.000]  (主持人) 求祢的聖靈在我們中間
[00:04:25.000 --> 00:04:27.000]  (主持人) 使說的,聽的
[00:04:27.000 --> 00:04:30.000]  (主持人) 都更加能夠認識祢的心意
[00:04:30.000 --> 00:04:32.000]  (主持人) 和祢對我們的盼望
[00:04:33.000 --> 00:04:36.000]  (主持人) 禱告,是來奉祢的愛旨
[00:04:36.000 --> 00:04:39.000]  (主持人) 我們要處於耶穌基督的寶貴名次
[00:04:39.000 --> 00:04:44.000]  (主持人) 在我們開始今天
[00:04:44.000 --> 00:04:46.000]  (主持人) 看今日經文之前
[00:04:46.000 --> 00:04:49.000]  (主持人) 先回顧今年教會用來
[00:04:49.000 --> 00:04:52.000]  (主持人) 作門徒訓練的羅馬書
[00:04:52.000 --> 00:04:56.000]  (主持人) 羅馬書的主題可以用四個字去概括
[00:04:56.000 --> 00:04:58.000]  (主持人) 因順稱義
[00:04:58.000 --> 00:05:00.000]  (主持人) 大家都記得
[00:05:00.000 --> 00:05:02.000]  (主持人) 人之所以被神稱為義
[00:05:02.000 --> 00:05:04.000]  (主持人) 不是因為他做了什麼
[00:05:04.000 --> 00:05:07.000]  (主持人) 而是因為他相信神的兒子耶穌
[00:05:07.000 --> 00:05:09.000]  (主持人) 在天上來到世間
[00:05:09.000 --> 00:05:11.000]  (主持人) 為世人的罪犧牲
[00:05:11.000 --> 00:05:15.000]  (主持人) 羅馬書可以分為三個大段落
[00:05:15.000 --> 00:05:18.000]  (主持人) 第一到八章
[00:05:18.000 --> 00:05:20.000]  (主持人) 是說雖然人犯了罪
[00:05:20.000 --> 00:05:21.000]  (主持人) 得罪了神
[00:05:21.000 --> 00:05:23.000]  (主持人) 但神沒有離開人
[00:05:23.000 --> 00:05:26.000]  (主持人) 反而猜他的兒子來拯救罪人
[00:05:26.000 --> 00:05:28.000]  (主持人) 這個就是神給我們的福音
[00:05:28.000 --> 00:05:31.000]  (主持人) 在第九到十一章
[00:05:31.000 --> 00:05:35.000]  (主持人) 說到猶太人因為想憑著自己的行為稱義
[00:05:35.000 --> 00:05:37.000]  (主持人) 就不相信這個福音
[00:05:37.000 --> 00:05:39.000]  (主持人) 但神是信實的
[00:05:39.000 --> 00:05:41.000]  (主持人) 仍然憐憫以色列人
[00:05:41.000 --> 00:05:42.000]  (主持人) 最後
[00:05:42.000 --> 00:05:45.000]  (主持人) 以色列人全家都要得救
[00:05:45.000 --> 00:05:49.000]  (主持人) 羅馬書最後的大段落是十二到十五章
[00:05:49.000 --> 00:05:50.000]  (主持人) 是說到
[00:05:50.000 --> 00:05:53.000]  (主持人) 基督徒領受了神的恩典之後
[00:05:53.000 --> 00:05:55.000]  (主持人) 應該怎麼去回應
[00:05:55.000 --> 00:05:56.000]  (主持人) 換句話說
[00:05:56.000 --> 00:06:00.000]  (主持人) 基督徒領受了恩順稱義的真理之後
[00:06:00.000 --> 00:06:03.000]  (主持人) 就應該有恩順稱義的生命
[00:06:03.000 --> 00:06:08.000]  (主持人) 這個生命不單只是外表的行為
[00:06:08.000 --> 00:06:13.000]  (主持人) 更重要的是內在的思想和品格
[00:06:13.000 --> 00:06:20.000]  (主持人) 在羅馬書這個最大的段落開始
[00:06:20.000 --> 00:06:24.000]  (主持人) 今天經文十二章一節八節
[00:06:24.000 --> 00:06:29.000]  (主持人) 保羅開始寫關於這個恩順稱義的生命
[00:06:29.000 --> 00:06:32.000]  (主持人) 他形容這個生命是一個活祭
[00:06:32.000 --> 00:06:34.000]  (主持人) 我們今天要看的
[00:06:34.000 --> 00:06:37.000]  (主持人) 是要看看這個活祭究竟是什麼
[00:06:37.000 --> 00:06:40.000]  (主持人) 今天我講到可以分為三部分
[00:06:40.000 --> 00:06:43.000]  (主持人) 第一是活祭的目的
[00:06:43.000 --> 00:06:45.000]  (主持人) 這個就是回應神的憐憫
[00:06:45.000 --> 00:06:47.000]  (主持人) 這個是第一節
[00:06:47.000 --> 00:06:50.000]  (主持人) 第二 活祭的本質
[00:06:50.000 --> 00:06:52.000]  (主持人) 這個就是心意的更新
[00:06:52.000 --> 00:06:54.000]  (主持人) 這個是第二節
[00:06:54.000 --> 00:06:58.000]  (主持人) 第三段是講活祭在教會的實踐
[00:06:58.000 --> 00:07:01.000]  (主持人) 這個是信徒合一的侍奉
[00:07:01.000 --> 00:07:03.000]  (主持人) 這是三節八節
[00:07:03.000 --> 00:07:05.000]  (主持人) 我們下面也會講到
[00:07:05.000 --> 00:07:09.000]  (主持人) 活祭不單止是教會才可以實踐出來
[00:07:09.000 --> 00:07:14.000]  (主持人) 保羅在接下來的經文十二章九至二十一節
[00:07:14.000 --> 00:07:19.000]  (主持人) 會講到信徒應當在教會之外的社會
[00:07:19.000 --> 00:07:24.000]  (主持人) 在非信徒的環境裡都應該獻上這個活祭
[00:07:24.000 --> 00:07:29.000]  (主持人) 我們今天就會講到活祭在教會的信徒中間的實踐
[00:07:29.000 --> 00:07:35.000]  (主持人) 讓我們先看看活祭的目的
[00:07:35.000 --> 00:07:39.000]  (主持人) 在第一節 保羅用了幾句遠頌深長的話
[00:07:39.000 --> 00:07:41.000]  (主持人) 去告訴信徒
[00:07:41.000 --> 00:07:44.000]  (主持人) 應該怎樣去回應神對我們的憐憫
[00:07:44.000 --> 00:07:48.000]  (主持人) 他首先用「所以」這兩個字
[00:07:48.000 --> 00:07:52.000]  (主持人) 去概括了羅馬書一到十一章所講的
[00:07:52.000 --> 00:07:55.000]  (主持人) 神給人白白的恩典
[00:07:55.000 --> 00:07:58.000]  (主持人) 第二個很重的名詞
[00:07:58.000 --> 00:08:01.000]  (主持人) 就是神的慈悲
[00:08:01.000 --> 00:08:04.000]  (主持人) 這個基本上是講神對我們的憐憫
[00:08:04.000 --> 00:08:06.000]  (主持人) 這個憐憫是什麼呢?
[00:08:06.000 --> 00:08:08.000]  (主持人) 就是神的兒子主耶穌
[00:08:08.000 --> 00:08:10.000]  (主持人) 為了救贖我們的罪
[00:08:10.000 --> 00:08:13.000]  (主持人) 自己被釘在十字架上
[00:08:13.000 --> 00:08:15.000]  (主持人) 當保羅說
[00:08:15.000 --> 00:08:18.000]  (主持人) 我以神的慈悲勸你們
[00:08:18.000 --> 00:08:22.000]  (主持人) 就是神的兒子十字架上的犧牲
[00:08:22.000 --> 00:08:27.000]  (主持人) 以十字架上的犧牲去勸羅馬的信徒
[00:08:27.000 --> 00:08:30.000]  (主持人) 勸這個字不是一個請求
[00:08:30.000 --> 00:08:33.000]  (主持人) 是一個很重的懇請
[00:08:33.000 --> 00:08:35.000]  (主持人) 他告訴信徒
[00:08:35.000 --> 00:08:39.000]  (主持人) 他們既然在神領受了神這麼大的恩典
[00:08:39.000 --> 00:08:43.000]  (主持人) 他們就有不能推卻的責任去回應
[00:08:43.000 --> 00:08:45.000]  (主持人) 那怎樣去回應呢?
[00:08:47.000 --> 00:08:51.000]  (主持人) 他說 將身體獻上當作活祭
[00:08:51.000 --> 00:08:54.000]  (主持人) 是聖潔的 是神所喜悅的
[00:08:54.000 --> 00:08:57.000]  (主持人) 保羅所說的身體是什麼呢?
[00:08:57.000 --> 00:08:59.000]  (主持人) 就是信徒的整個人
[00:08:59.000 --> 00:09:03.000]  (主持人) 包括他的靈魂和軀體
[00:09:03.000 --> 00:09:06.000]  (主持人) 成為一個祭獻給神
[00:09:06.000 --> 00:09:08.000]  (主持人) 這個祭是怎樣的呢?
[00:09:08.000 --> 00:09:13.000]  (主持人) 保羅用了三個形容詞去形容
[00:09:13.000 --> 00:09:16.000]  (主持人) 這個祭物是活著的
[00:09:16.000 --> 00:09:19.000]  (主持人) 是聖潔的 是蒙神喜悅的
[00:09:19.000 --> 00:09:23.000]  (主持人) 在當時猶太人所獻的祭物
[00:09:23.000 --> 00:09:27.000]  (主持人) 都要在獻祭的過程中去犧牲這個祭物
[00:09:27.000 --> 00:09:31.000]  (主持人) 獻祭之後 這個祭身再沒有生命
[00:09:31.000 --> 00:09:34.000]  (主持人) 但是保羅所說的活祭非常不同
[00:09:34.000 --> 00:09:38.000]  (主持人) 獻祭之後 這個祭物仍然活著
[00:09:38.000 --> 00:09:44.000]  (主持人) 因為這個活祭的祭物是信徒的全人
[00:09:44.000 --> 00:09:47.000]  (主持人) 所以活祭所獻的祭物
[00:09:47.000 --> 00:09:50.000]  (主持人) 是信徒用自己活著的生命來獻祭
[00:09:50.000 --> 00:09:53.000]  (主持人) 這個祭是聖潔的
[00:09:53.000 --> 00:09:55.000]  (主持人) 就在世界中分別出來
[00:09:55.000 --> 00:09:58.000]  (主持人) 與世界的人不同
[00:09:58.000 --> 00:10:02.000]  (主持人) 這個祭是神會喜悅的
[00:10:02.000 --> 00:10:04.000]  (主持人) 他接著說
[00:10:04.000 --> 00:10:07.000]  (主持人) 你們如此侍奉乃是理所當然的
[00:10:07.000 --> 00:10:11.000]  (主持人) 就是說 你們這樣侍奉是合理的
[00:10:11.000 --> 00:10:14.000]  (主持人) 這個是和修本的翻譯
[00:10:14.000 --> 00:10:17.000]  (主持人) 但是在希臘原文
[00:10:17.000 --> 00:10:19.000]  (主持人) 這句話可以翻譯為
[00:10:19.000 --> 00:10:22.000]  (主持人) 這是你們合理的屬靈敬拜
[00:10:22.000 --> 00:10:25.000]  (主持人) Reasonable Divine Worship
[00:10:25.000 --> 00:10:31.000]  (主持人) 這個翻譯在近代英文譯本ESP更加清楚
[00:10:31.000 --> 00:10:34.000]  (主持人) 他說 Which is your spiritual worship
[00:10:34.000 --> 00:10:37.000]  (主持人) 這個就是說 你們的屬靈敬拜
[00:10:39.000 --> 00:10:42.000]  (主持人) 所以在這一節的經文
[00:10:42.000 --> 00:10:43.000]  (主持人) 保羅娃娃告訴信徒
[00:10:43.000 --> 00:10:49.000]  (主持人) 一個與當時猶太人完全不同的獻祭和敬拜方式
[00:10:49.000 --> 00:10:54.000]  (主持人) 這個獻祭所獻的祭物就是信徒的全人
[00:10:54.000 --> 00:10:57.000]  (主持人) 包括他的軀體和靈魂
[00:10:57.000 --> 00:11:00.000]  (主持人) 獻祭和敬拜神的地方
[00:11:00.000 --> 00:11:03.000]  (主持人) 不單單是聖殿和會堂
[00:11:03.000 --> 00:11:06.000]  (主持人) 也是在信徒的整個生命裏
[00:11:06.000 --> 00:11:08.000]  (主持人) 在他平時的生活裏
[00:11:10.000 --> 00:11:14.000]  (主持人) 為什麼信徒要獻上這個活祭呢?
[00:11:14.000 --> 00:11:17.000]  (主持人) 就是要回應神給我們的憐憫
[00:11:17.000 --> 00:11:20.000]  (主持人) 這樣 活祭是什麼呢?
[00:11:20.000 --> 00:11:24.000]  (主持人) 是在下一節 保羅娃娃會講到活祭的本質
[00:11:24.000 --> 00:11:26.000]  (主持人) 這個就是心意的更新
[00:11:26.000 --> 00:11:27.000]  (主持人) 我們一起讀
[00:11:27.000 --> 00:11:29.000]  (主持人) 不要效法這個世界
[00:11:29.000 --> 00:11:32.000]  (主持人) 只要心意更新而變化
[00:11:32.000 --> 00:11:38.000]  (主持人) 叫你們測驗何謂神善良 純全 可棄予的旨意
[00:11:38.000 --> 00:11:42.000]  (主持人) 活祭最重要的不是外表要做什麼
[00:11:42.000 --> 00:11:46.000]  (主持人) 反而是我們要改變我們的內心
[00:11:46.000 --> 00:11:48.000]  (主持人) 這個可以分開兩方面
[00:11:48.000 --> 00:11:50.000]  (主持人) 第一 什麼是不應該做的
[00:11:50.000 --> 00:11:53.000]  (主持人) 第二 什麼是應該做的
[00:11:53.000 --> 00:11:56.000]  (主持人) 不應該做的 就是不要效法這個世界
[00:11:56.000 --> 00:11:59.000]  (主持人) 就是不要模仿這個在基督以外
[00:11:59.000 --> 00:12:03.000]  (主持人) 受肉體 受罪惡控制的世代
[00:12:03.000 --> 00:12:09.000]  (主持人) 包括其中的價值觀和所追求的目標等等
[00:12:09.000 --> 00:12:13.000]  (主持人) 這樣 什麼是應該做的呢
[00:12:13.000 --> 00:12:17.000]  (主持人) 部落話 心意更新而變化
[00:12:17.000 --> 00:12:19.000]  (主持人) 這個是什麼意思呢
[00:12:19.000 --> 00:12:23.000]  (主持人) 首先讓我們看看這個變化的原文是什麼意思
[00:12:23.000 --> 00:12:27.000]  (主持人) 變化這個字 如果翻譯成英文就是transform
[00:12:27.000 --> 00:12:31.000]  (主持人) 但在希臘原文是metamorphosis
[00:12:31.000 --> 00:12:35.000]  (主持人) 一個從內到外的改變
[00:12:35.000 --> 00:12:39.000]  (主持人) 好像無從變成蝴蝶一樣
[00:12:39.000 --> 00:12:46.000]  (主持人) 另外 這個改變不是信徒自己可以主動去做得到
[00:12:46.000 --> 00:12:49.000]  (主持人) 而是被動的 be transformed
[00:12:49.000 --> 00:12:52.000]  (主持人) 就是被神去改變
[00:12:52.000 --> 00:12:56.000]  (主持人) 所以這個變化是神的工作
[00:12:56.000 --> 00:13:00.000]  (主持人) 我們的責任 就是願意被神去改變
[00:13:00.000 --> 00:13:05.000]  (主持人) 第三 這個變化transform的形態是現在式
[00:13:05.000 --> 00:13:08.000]  (主持人) 如果用英文來講就是keep on being transformed
[00:13:08.000 --> 00:13:12.000]  (主持人) 就是繼續不斷地去變化
[00:13:12.000 --> 00:13:14.000]  (主持人) 改變是什麼呢
[00:13:14.000 --> 00:13:16.000]  (主持人) 改變是我們的內心
[00:13:16.000 --> 00:13:23.000]  (主持人) 所以活際的本質就是我們的內心被神不斷地改變
[00:13:23.000 --> 00:13:25.000]  (主持人) 之後得到一個更新
[00:13:25.000 --> 00:13:29.000]  (主持人) 這個更新不是一個已經達到的終點
[00:13:29.000 --> 00:13:34.000]  (主持人) 而是一個不斷邁向目標的過程
[00:13:34.000 --> 00:13:39.000]  (主持人) 這個活際結果是什麼呢
[00:13:39.000 --> 00:13:43.000]  (主持人) 叫你們測驗何謂神善良
[00:13:43.000 --> 00:13:46.000]  (主持人) 順傳可喜悅的旨意
[00:13:46.000 --> 00:13:48.000]  (主持人) 就是我們可以測驗
[00:13:48.000 --> 00:13:49.000]  (主持人) 測驗是什麼呢
[00:13:49.000 --> 00:13:54.000]  (主持人) 就是包括分辨 明白和知道什麼是神的旨意
[00:13:54.000 --> 00:13:59.000]  (主持人) 這個旨意是美好的 蒙其所喜悅和完全的
[00:13:59.000 --> 00:14:01.000]  (主持人) 所以活際是什麼呢
[00:14:01.000 --> 00:14:05.000]  (主持人) 活際就是我們的心意不斷被神改變和更新
[00:14:05.000 --> 00:14:10.000]  (主持人) 使我們能夠更加認識神的旨意和心意
[00:14:10.000 --> 00:14:18.000]  (主持人) 在這裡保羅提出一個新的活際
[00:14:18.000 --> 00:14:22.000]  (主持人) 在當時猶太人眾多的憲制中是沒有的
[00:14:22.000 --> 00:14:29.000]  (主持人) 如果我們將猶太人的祭祀和保羅所說的活際做一個比較
[00:14:29.000 --> 00:14:35.000]  (主持人) 主要目的不再是贖罪而是感恩
[00:14:35.000 --> 00:14:39.000]  (主持人) 因為耶穌已經為我們贖罪了
[00:14:39.000 --> 00:14:43.000]  (主持人) 活際主要目的是要回應神的憐憫
[00:14:43.000 --> 00:14:48.000]  (主持人) 憲制的人再不是祭司也是信徒自己
[00:14:48.000 --> 00:14:53.000]  (主持人) 祭物再不是祭僧也是信徒自己的傳人
[00:14:53.000 --> 00:14:58.000]  (主持人) 憲制的方法再不是祭僧的犧牲
[00:14:58.000 --> 00:15:01.000]  (主持人) 而是信徒社稷的生命
[00:15:01.000 --> 00:15:04.000]  (主持人) 憲制的地方再不是祭壇
[00:15:04.000 --> 00:15:08.000]  (主持人) 而是信徒的教會、家庭和社會
[00:15:08.000 --> 00:15:12.000]  (主持人) 憲制的時間再不是祭禮當中
[00:15:12.000 --> 00:15:15.000]  (主持人) 而是每日的生活
[00:15:15.000 --> 00:15:20.000]  (主持人) 憲制的本質再不是愛罪的禮儀
[00:15:20.000 --> 00:15:24.000]  (主持人) 而是內心不斷被神更新
[00:15:24.000 --> 00:15:28.000]  (主持人) 憲制的侍奉再不是遵守規條
[00:15:28.000 --> 00:15:30.000]  (主持人) 而是屬靈的敬拜
[00:15:30.000 --> 00:15:33.000]  (主持人) 目標再不是追求完美的祭禮
[00:15:33.000 --> 00:15:36.000]  (主持人) 而是追求神的喜悅
[00:15:36.000 --> 00:15:40.000]  (主持人) 為什麼保羅會提出這個活際呢?
[00:15:40.000 --> 00:15:44.000]  (主持人) 因為在猶太人的祭祀是有不足的地方
[00:15:44.000 --> 00:15:50.000]  (主持人) 猶太人的祭祀不完全的地方
[00:15:50.000 --> 00:15:53.000]  (主持人) 不是因為他們有愛罪的禮儀規條
[00:15:53.000 --> 00:15:56.000]  (主持人) 和追求完美的祭禮等等
[00:15:56.000 --> 00:15:58.000]  (主持人) 這些都是沒有問題的
[00:15:58.000 --> 00:16:01.000]  (主持人) 問題就是他們以為
[00:16:01.000 --> 00:16:06.000]  (主持人) 做了這些愛罪的事之後就足夠了
[00:16:06.000 --> 00:16:10.000]  (主持人) 反而忽略了比禮儀更加重要的事
[00:16:10.000 --> 00:16:12.000]  (主持人) 這些是什麼呢?
[00:16:12.000 --> 00:16:16.000]  (主持人) 在聖經舊約和新約
[00:16:16.000 --> 00:16:18.000]  (主持人) 也有很多次告訴我們
[00:16:18.000 --> 00:16:21.000]  (主持人) 神所喜悅的祭不是外表的獻祭
[00:16:21.000 --> 00:16:25.000]  (主持人) 祂更加喜悅的就是內心所獻上的祭
[00:16:25.000 --> 00:16:28.000]  (主持人) 這些包括祂喜愛憐恤
[00:16:28.000 --> 00:16:30.000]  (主持人) 不喜愛祭祀
[00:16:30.000 --> 00:16:31.000]  (主持人) 喜愛認識神
[00:16:31.000 --> 00:16:33.000]  (主持人) 聖於凡祭
[00:16:33.000 --> 00:16:35.000]  (主持人) 聽命聖於獻祭
[00:16:35.000 --> 00:16:37.000]  (主持人) 順從聖於公羊的自由
[00:16:37.000 --> 00:16:39.000]  (主持人) 行人而公平
[00:16:39.000 --> 00:16:42.000]  (主持人) 比獻祭更蒙揚或圓立
[00:16:42.000 --> 00:16:44.000]  (主持人) 在馬太福音第五章
[00:16:44.000 --> 00:16:46.000]  (主持人) 主耶穌說
[00:16:46.000 --> 00:16:52.000]  (主持人) 和大兄和好比在祭壇上的獻祭更加重要
[00:16:52.000 --> 00:16:56.000]  (主持人) 這些都是我們日常生活中和人的關係
[00:16:56.000 --> 00:17:01.000]  (主持人) 和我們內心每天和神的關係
[00:17:01.000 --> 00:17:04.000]  (主持人) 這些都比外表所獻的祭
[00:17:04.000 --> 00:17:08.000]  (主持人) 更加能使神得到圓立
[00:17:08.000 --> 00:17:11.000]  (主持人) 在外表所獻的祭
[00:17:11.000 --> 00:17:17.000]  (主持人) 不單止是猶太人會堂所獻上的祭祀
[00:17:17.000 --> 00:17:19.000]  (主持人) 對我們基督徒來說
[00:17:19.000 --> 00:17:21.000]  (主持人) 在教會的侍奉
[00:17:21.000 --> 00:17:23.000]  (主持人) 如果不小心
[00:17:23.000 --> 00:17:26.000]  (主持人) 就會好像猶太人的祭祀一樣
[00:17:26.000 --> 00:17:29.000]  (主持人) 獻上一個神不起的祭
[00:17:29.000 --> 00:17:31.000]  (主持人) 我在這裡想分享一個
[00:17:31.000 --> 00:17:35.000]  (主持人) 最近在香港其中一個教會所發生的事
[00:17:35.000 --> 00:17:40.000]  (主持人) 有一天 有一個懷孕的婦女
[00:17:40.000 --> 00:17:43.000]  (主持人) 來到教會
[00:17:43.000 --> 00:17:45.000]  (主持人) 教會那天就像我們這裡一樣
[00:17:45.000 --> 00:17:48.000]  (主持人) 沒有人 坐不進去
[00:17:48.000 --> 00:17:53.000]  (主持人) 這位婦女
[00:17:53.000 --> 00:17:57.000]  (主持人) 看到後面有排位空了
[00:17:57.000 --> 00:18:01.000]  (主持人) 那排位本來是給工作人員
[00:18:01.000 --> 00:18:06.000]  (主持人) 那位太太就問工作人員可不可以坐在那裡
[00:18:06.000 --> 00:18:08.000]  (主持人) 那位工作人員說不行
[00:18:08.000 --> 00:18:12.000]  (主持人) 這裡是給工作人員坐的
[00:18:12.000 --> 00:18:15.000]  (主持人) 那位太太就離開了教會
[00:18:15.000 --> 00:18:18.000]  (主持人) 我聽到這件事就覺得很心暗
[00:18:18.000 --> 00:18:22.000]  (主持人) 為什麼我們要遵守規條
[00:18:22.000 --> 00:18:24.000]  (主持人) 當然那些規矩是有意思的
[00:18:24.000 --> 00:18:26.000]  (主持人) 你也不想別人亂坐
[00:18:26.000 --> 00:18:31.000]  (主持人) 但在這種情況下連戳這位太太
[00:18:31.000 --> 00:18:34.000]  (主持人) 不是比遵守規條更重要嗎
[00:18:34.000 --> 00:18:40.000]  (主持人) 所以我們教會當然有很多需要遵守的規矩
[00:18:40.000 --> 00:18:45.000]  (主持人) 但如果我們不小心就會忽略了神
[00:18:45.000 --> 00:18:48.000]  (主持人) 要我們更加注意的事
[00:18:48.000 --> 00:18:52.000]  (主持人) 就是去按連戳的按鈕
[00:18:52.000 --> 00:18:57.000]  (主持人) 所以活祭包括三部分
[00:18:57.000 --> 00:19:01.000]  (主持人) 第一 信徒的心意不斷更新
[00:19:01.000 --> 00:19:05.000]  (主持人) 第二 他所處的日常生活
[00:19:05.000 --> 00:19:08.000]  (主持人) 包括家庭 社會和教會
[00:19:08.000 --> 00:19:12.000]  (主持人) 第三 就是更加認識神的旨意
[00:19:12.000 --> 00:19:17.000]  (主持人) 信徒的心意在所處的環境裡被神更新
[00:19:17.000 --> 00:19:20.000]  (主持人) 使他能夠更加測驗神的旨意
[00:19:20.000 --> 00:19:24.000]  (主持人) 包括查考和明白神懷的意思
[00:19:24.000 --> 00:19:28.000]  (主持人) 以及在日常生活裡實踐出來
[00:19:28.000 --> 00:19:33.000]  (主持人) 這會讓信徒的內心再一次被更新
[00:19:33.000 --> 00:19:36.000]  (主持人) 這是一個周而復始的過程
[00:19:36.000 --> 00:19:40.000]  (主持人) 讓我們更加懂得和認識神的心意
[00:19:40.000 --> 00:19:45.000]  (主持人) 我們的品格 生命就被神塑造出來
[00:19:45.000 --> 00:19:47.000]  (主持人) 認識神是一生的功課
